artist,title,album,lyrics,explicit,explict,Artist,Title,Album,Lyrics
MC Hariel,Favela Week,1 Beat 1 Letra,"Io io io io
Io io io io

Quem começou o reggae
Foi eu né?

Shortinho hoje é favela week
Ela vem ditando a tendência
O sol tá queimando o asfalto
E o chão da calçada parece uma grelha

Tô mareado
Cansado de vários perreco na minha orelha
Tô baseado em fatos reais
E a vi de vista vermelha

Vivo no corre atrás do meu dinheiro
Nunca desisto eu sou brasileiro
Não é segredo que eu sou bagunceiro
Ficou sabendo que eu tô solteiro

E tá desfilando aqui o dia inteiro
Dando assistência para o artilheiro
Percebendo que a outra fez tanta falta
Que tomou logo um cartão vermelho

Desce morena no reggae
Mostra a versatilidade
Faço ela entra na mente
Tacando fogo no baile

Desce a ruivinha no reggae
Vem com a tropa das beldade
Time de alta patente
Modelo da comunidade

Desce pretinha no reggae
Mostra a versatilidade
Faço ela entra na mente
Tacando fogo no baile

Desce morena no reggae
Vem com a tropa das beldade
Time de alta patente
Modelo da comunidade

Ela ginga no baile só pra tirar onda
De lupa da Oakley fumando uma bomba
Chaveando tudo no ano de copa
Financia paga nas nota

Folha de onça e de lobo guará
Ela desce pro corre pra poder gastar
Se as responsa já tá garantida
Ela joga ela brisa ela ama forgar

E ninguém pode julgar
Toda vez que ela passa
Com as amigas dela
O menor se entortam pra olhar

Todas vez que ela passa
Vira passarela
A favela assisti desfilar

Só falar o horário e o lugar
Fala aonde que eu vou tá lá
Preparado pra te assistir
Vou rimar pra você dançar

Desce morena no reggae
Mostra a versatilidade
Faço ela entra na mente
Tacando fogo no baile

Desce a ruivinha no reggae
Vem com a tropa das beldade
Time de alta patente
Modelo da comunidade

Desce pretinha no reggae
Mostra a versatilidade
Faço ela entra na mente
Tacando fogo no baile

Desce morena no reggae
Vem com a tropa das beldade
Time de alta patente
Modelo de comunidade",False,,,,,
Racionais MC's,"Vida Loka, Pt. 1 (Ao Vivo)",1000 Trutas 1000 Tretas (Ao Vivo),"Fé em Deus que ele é justo
Ei, irmão nunca se esqueça, na guarda, guerreiro
Levanta a cabeça truta, onde estiver seja lá como for
Tenha fé porque até no lixão nasce flor

Ore por nós pastor, lembra da gente
No culto dessa noite, firmão segue quente
Admiro os crente, da licença aqui
Mó função, mó tabela, pow, desculpa aí

Eu me, sinto às vezes meio pá, inseguro
Que nem um vira-lata sem fé no futuro
Vem alguém lá, quem é quem, quem sera meu bom
Dá meu brinquedo de furar moletom

Porque os bico que me vê com os truta na balada
Tenta ver, quer saber de mim não vê nada
Porque a confiança é uma mulher ingrata
Que te beija, e te abraça, te rouba e te mata
Desacreditar, nem pensa, só naquela
Se uma mosca ameaça me cata piso nela

O bico deu mó guela, ró
Big e bandidão vão em casa na missão
Me tromba na COAHB
De camisa larga, vai sabe, Deus que sabe

Qual é a maldade comigo, inimigo num migué
Tocou a campanhia plin, pá trama meu fim
Dois maluco armado sim, um isqueiro e um stopim
Pronto pra chamar minha preta pra falar

Que eu pegava a mina dele, rá, se ela tava lá
Vadia, mentirosa, nunca vi deu mó faia
Espírito do mal, cão de buceta e saia
Talarico nunca fui, é o seguinte
Ando certo pelo certo, como 10 e 10 é 20

Já penso doido, e se eu tô com o meu filho no sofá
De vacilo desarmado era aquilo
Sem culpa e sem chance, nem pra abri a boca
Ia nessa sem sabe, (pô cê vê) vida loka

Mas a vida real é bem menos contagiante que a vida artística, rapaz
Ah, se a vida fosse sempre assim o palco, o show
Mas se avida fosse sempre um show, tudo seria bom
Mas segunda-feira é dia de preto, tá chegando, tá petinho, éh

Mais na rua num é não, até Jack
Tem quem passa um pano
Impostor pé de breque, passa pro malandro
A inveja existe, e a cada dez, cinco é na maldade
A mãe dos pecado capital é a vaidade

Mas se é para resolver, se envolver, vai meu nome
Eu vou fazer o que, se cadeia é pra homem
Malandrão eu? Jamai, ninguém é bobo
Se quer guerra terá

Se quer paz, quero em dobro
Mais verme é verme, é o que é
Rastejando no chão, sempre embaixo do pé
E fala uma, duas vez, se marcar até três
Na quarta xeque-mate, que nem no xadrez

Eu sou guerreiro do rap
E sempre em alta voltagem
Um por um, Deus por nós
Tô aqui de passagem, vida loka
Eu não tenho dom pra vitima
Justiça e liberdade, a causa é legitima

Meu rap faz o cântico do lokos e dos românticos
Vou por o sorriso de criança, onde for
Os parceiros tenho a oferece minha presença
Talvez até confusa, mais real e intensa

Meu melhor marvin gaye, sabadão na marginal
O que será, será, é nós vamo até o final
Liga eu, liga nós, onde preciso for
No paraíso ou no dia do juízo, pastor
E liga eu, e os irmão
É o ponto que eu peço, favela, fundão
Imortal nos meus versos, vida loka",True,,,,,
Xamã,Soberba,Pecado Capital,"Simplesmente mágico
Médico, monstro enigmático
Músico, o rap game é o ártico
Ídolos piradões, corações de plástico
O poeta não morreu, é a notícia do Fantástico

Achem-no, matem-no, crime intergalático
Cuspo na estatística, eu não quis ser matemático
Voo de bicicleta sobre o oceano Atlântico
Andava de pistola, mas sabia ser romântico

Quântico, nossa dança é quente, mô
Tipo delinquente, pô
Bêbedo contente de Cointreau
Oh Deus, Coltrane
Ouvindo J. Cole e um riff do Cobain
Hoje eu tô bem

Hey, Joe, aonde você vai com essa arma aí na mão
Hey, Joe, hey, Joe
Aonde você vai com essa arma aí na mão
Hey, Joe, hey, Joe
Aonde você vai com essa arma aí na mão
Hey, Jack, hey, Joe
Aonde você vai com essa arma aí na mão
Hey, Joe, hey, Joe

E eu passeando cheio de marra
Vivendo como um playboy, assaltante da Barra
Naqueles pique que as garota louca se amarra
Uma longa e duas curta, preta e quadrada

Não toque na gaveta, minha caneta é sagrada
Se isso for soberba, eu não bebo mais nada
Ou talvez até beba e te mate por nada
Diabo vende cocaína e veste Prada

Ela disse cocaína, eu disse água
Eu te digo fogo, ela quer fogo, ela me afaga
Foda, essa vida é foda, ela é safada
Moda? Mas que moda

Aonde você vai com essa arma aí na mão
Hey, Joe, hey, Joe
Aonde você vai com esse bagulho na mão
Hey, Jack, hey, Joe
Aonde você vai com essa droga aí na mão
Hey, Joe, hey, Joe
Aonde você vai com essa rosa aí na mão
Hey, Joe

Flow do complexo é o PU
Norte, sul é o anexo
E um duplex em Bangú
Marijuana e sexo
XXX, Xamazection
Mil raps em Nova Iguaçu
Janet Jackson

Tupac Carioca mermo, xis no sotaque
44 assalto de palco, liguem pra S.W.A.T
44 o asfalto é da Falcon, contate a biatch
Dirigindo pela galáxia, uma Fiat

Exibindo meu vocabulário para tietes
Quente pra caralho, meu vocabulário é piegas
Já fui camelô e tentei fazer facul no FIES
Exagerado, julgado, jogado a tu piés
O velho dever insiste em chamar
Herói de TV nunca soube sangrar

Aonde você vai com esse mundo aí na mão
Aonde você vai com esse mundo aí na mão
Hey, Joe, hey, Joe
Aonde você vai com essa arma aí na mão
Hey, Jack, hey, Joe
Aonde você vai com essa arma aí na mão

Se achando o maior
Também quero ser assim

Com marra de malandro
Se achando o maior
Também quero ser assim

Com marra de malandro
Se achando o maior
Também quero ser assim

Com marra de malandro
Também quero ser assim

Quando o bicho pegar
Eu quero ver você tocando",False,,,,,
Rashid,Às Margens Do Rio Lete,Movimento Rápido dos Olhos,"Maloqueiro, quando a gente muda?
Como a gente muda?
E se a gente muda, pq a gente muda?
Vejo as fotos na gaveta, as roupas que não servem mais
Algo me diz que há uma metáfora profunda

Sobre a vida escondida nisso
O que já foi não muda
Desapego é preciso, o passado é uma bagagem graúda
Sempre falo de rua, hoje falo de estrada
Às vez a beleza do caminho tá na grandeza da caminhada

Na destreza do guerreiro, não no fio da espada
Na importância do primeiro degrau dessa escada
Entende a mística?
Olha pra mim, nunca sonhei em virar charts,
Achei que ia virar estatística

Modéstia à parte ainda tô plantando
Costura linhas que não formam pano, formam plano
E nada do que passei foi à toa
Meu corpo é um casulo eterno,
Minha mente é que se transforma e voa

Quando a gente muda? Como a gente muda?
E se a gente muda por que a gente muda?
Quando a gente muda? Como a gente muda?
E se a gente muda por que a gente muda?
Quando a gente muda? Como a gente muda?
E se a gente muda por que a gente muda?
Quando a gente muda? Como a gente muda?
E se a gente muda por que a gente muda?

Vou me aceitar, porque é tão bom...",False,,,,,
MC Livinho,Nasci Pra Ser,Mágico dos Flows,"Pode invejar, fazer o quê?
Não vai me calar, nasci pra ser
Fases da vida tive que passar
Elas quebram a cabeça e não entende
Se a vida ensina nóis só aprende

Pra querer tá no top, banco da minha Velar
É fácil querer tudo isso, mas quem 'tava lá?
Quando pensei gigante deixei de ser pequeno
Quebrado, fudido, passando veneno

Minha mãe sorrindo, não precisa mais prato lavar
Gerente busca o boot que um dia eu só vim olhar
Nóis fecha a cara porque não tem muito o que falar
Nóis é sincero e leal no natural sem forçar

Pode interfonar, manda as puta subir
Sacanagem, amor, elas ama o Livinho
Tá vendo isso aqui? Mó' gomona de boy
Nós lutou, batalhou, ninguém deu isso para nóis

O Jordan é meu pisante, alto-falante
Grita as ordinária para tocar no volante
Uma Porsche Boxster ter pra revoar
Piloto da Nasa, impossível localizar

Na disciplina nóis leva a vida à dinheiro e fama
Não muda a nossa conduta, desfruto tudo o que sonho
Acordei de um pesadelo, mas a batalha é contínua
Fartura, pago a fatura, repito, ética é sina

Não fiz ninguém de escada, menor, eu vim de quebrada
Pega a visão que atalho, um dia ele te atrapalha
Não somos fãs de canalha, a sua justiça é falha
Oposição vem de frente que o nosso bonde metralha

Eu já pensei em parar, jogar tudo pro ar
Ainda bem, só pensei, não deixei concretizar
Faz sua cota no enquadro, cê quer me averiguar
Nóis com 20 tem tudo que se almeja atrasar

Meu guarda-roupa falta cabide
Courgette eu vou, bitch decide
Nóis é artista e não otário
Q.I no avanço, papo de empresário

Veja bem como chegar
Pensa que é malandro só de na gíria falar, ahn
Mas que toca o foguetão
Saudades daquela que roubou meu coração, ahh

Me desculpa se eu fui de todas
Quando era só pra ser de você
É que é foda, sou muito novo
Agora é cedo para me envolver

Se ela quer um lance é próximo alcance
Não sou teu nuance, então nem vem pá
Sou da vida errada, nóis é outra parada
30 namorada nós tem para bancar

Pode invejar, fazer o quê?
Não vai me calar, nasci pra ser
Fases da vida tive que passar
Elas quebram a cabeça e não entende
Se a vida ensina nóis só aprende

Entre as ruas do céu vou trafegar
Tô bem longe do horizonte boing look, BBJ
Se elas provam do mel não vai parar
Nóis num é droga, mas se prova consequência é viciar

Entre as ruas do céu
Oh-oh, oh-oh, oh-oh, oh-oh
Se elas provam do mel
Ah-ah, hey-hey",True,,,,,
Rashid,Não Sabem de Nada,Não Sabem de Nada,"Vocês não sabem de nada
Nada
Vocês não sabem de nada
Nada

Vocês não sabem de nada, ei
Quanto pesa minha jornada, ou
Minha trilha nessas calçada', ei
Como a derrota é salgada, ou

Vocês não sabem de nada, ei
Quanto pesa minha jornada, ou
Minha trilha nessas calçada', ei
Como a derrota é salgada, ou
Vocês não sabem de nada

Pensa em três manos dividindo um dog de dois reais
E olha que o dog era dois reais
Não quiseram investir, ninguém pôs reais
Lembro os otário' rindo, pois não por estilo só usava chinelo
Tudo passa, espero que ainda estejam dando risada
Agora que as coisa' pra mim tem graça

Eu e meu primo passando por baixo
Pra ir buscar uma cesta básica
Hoje de agenda cheia, uma sexta com show do Rashid
É uma sexta clássica
Sem fogão, nem geladeira era bebida quente e comida gelada
E ainda perguntam de onde vem tanta fome
Aqui é a rua e

Vocês não sabem de nada
Nada
Vocês não sabem de nada
Nada

Vocês não sabem de nada, ei
Quanto pesa minha jornada, ou
Minha trilha nessas calçada', ei
Como a derrota é salgada, ou

Vocês não sabem de nada, ei
Quanto pesa minha jornada, ou
Minha trilha nessas calçada', ei
Como a derrota é salgada, ou
Vocês não sabem de nada

Um ídolo meu do rap me menosprezou quando eu era fã
Eu tinha uns 11 anos se pá, pedi uma foto
E ele me desprezou, todo pã
Na humildade, meu parça
O mundo deu suas voltas, que tal? Eu só trabalho
Agora ele me liga e eu não tenho tempo
Fala com a minha caixa postal

O memo' Rashid com boot novo, um corte novo, um norte novo
Sou peixe criado sem onda, se uma hora a onda passa
Vai ser nós de novo
Minhas roupa' era suja de terra, agora entendo
A terra é sagrada, minhas mãos têm calo até hoje
E eles me lembram: foda-se a fama

Vocês não sabem de nada
Nada
Vocês não sabem de nada
Nada

Vocês não sabem de nada, ei
Quanto pesa minha jornada, ou
Minha trilha nessas calçada', ei
Como a derrota é salgada, ou

Vocês não sabem de nada, ei
Quanto pesa minha jornada, ou
Minha trilha nessas calçada', ei
Como a derrota é salgada, ou
Vocês não sabem de nada

Cuidado, cuidado, cuidado, cuidado pra não se perder
Modo hard on, standard não, dou start então
Que os covarde' tão na vernissagem com sua ingratidão
Mó alarde, Dom, meio tarde, não?
E eu no batidão tipo Cardi B
Quebra maldição, se resguarde, Jão

Qualidade, som com a verdade que arde
Tão sujo encarde o tom
Noite e dia nessa luta, quem refuta meu talento
Ulta supra igual Supla (c'mon, kids)

Tanta merda que insulta meus ouvidos
Sou a rua sem açúcar, bloco na sua nuca
No game eu sou Baianinho da sinuca
Nunca dou desculpa, eu assumo a culpa
Pelo flow que é dupla platina dupla

Vato loko, sem cultura é pane, cria do Lauzane
Onde o talismã é ter postura contra o shinigami
Se marcar ele bane o seu amanhã
Narro a vida igual Villani
Trago um ato que inflame o Maracanã
Minhas rimas são o meu retrato, fato
Muito mais exato que o Instagram

Vocês não sabem de nada (uôuôuô)
Vocês não sabem de (iêiêiê)
Vocês não sabem de
Vocês não sabem de nada
Vocês não sabem de nada (uôuôuô)
Vocês não sabem de (iêiêiê)
Vocês não sabem de",False,,,,,
Racionais MC's,Eu Te Disse,Cores & Valores,"Falei pra você, vai pra grupo não
Depois não vai dizer que Santo Antônio te enganou
O que você fez, cara?

De algum lugar da América do Sul, sobe o morro
Com classe e elegância vem no destaque
Swing e Chocolate, preta Cadillac
Nem caro, nem cost, nem Ferrari ou Lacoste
É o veneno da mamba, tem o samba de morte
Nesse caso ou acaso ela não goste da ideia
Hum, bonitão, melhor fugir pra Coreia
Porque os valores vão além do sexo
Ramelão, vai pro Inferno sem entender o processo
Espertão, vai vendo

Se eu acho necessário? Dizer o que, se não cabe a mim?
No sumário frio, vários ficam no caminho
Um velho ditado lá de onde eu vim
""Mulher alheia é sagrada, e é isso aí""
Arrombado

Cores e valores",False,,,,,
MC Kekel,Meiota,Meiota,"Hoje o bonde deu o papo
Ela não quis entender
Quer ir de moto ou de carro
Quer estica pro rolê
Briso na minha XJ e gosto da minha CB
Tá olhando pra meiota, já vou logo te dizer
(E aí Perera tá ligado o que ela quer, né viado?)

Quer anda de meiota senta na minha piroca
Quer anda de meiota senta na minha piroca
Quer anda de meiota senta na minha piroca
Quer anda de meiota senta na minha piroca
Quer anda de meiota senta na minha piroca

Hoje o bonde deu o papo
Ela não quis entender
Quer ir de moto ou de carro
Quer estica pro rolê
Briso na minha XJ e gosto da minha CB
Tá olhando pra meiota, já vou logo te dizer
(Que anda de moto né?!)

Quer anda de meiota senta na minha piroca
Quer anda de meiota senta na minha piroca
Quer anda de meiota senta na minha piroca (Vai)
Quer anda de meiota senta no colo do pai (Vai)

Hoje o bonde deu o papo
Ela não quis entender
Quer ir de moto ou de carro
Quer estica pro rolê
Briso na minha XJ e gosto da minha CB
Tá olhando pra meiota, já vou logo te dizer
(E aí Perera tá ligado o que ela quer, né viado?)

Quer anda de meiota senta na minha piroca
Quer anda de meiota senta na minha piroca
Quer anda de meiota senta na minha piroca
Quer anda de meiota senta na minha piroca
Quer anda de meiota senta na minha piroca

Hoje o bonde deu o papo
Ela não quis entender
Quer ir de moto ou de carro
Quer estica pro rolê
Briso na minha XJ e gosto da minha CB
Tá olhando pra meiota, já vou logo te dizer
(Quer anda de moto né?!)

Quer anda de meiota senta na minha piroca
Quer anda de meiota senta na minha piroca
Quer anda de meiota senta na minha piroca (Vai)
Quer anda de meiota senta no colo do pai (Vai)",True,,,,,
Emicida,8,"Sobre Crianças, Quadris, Pesadelos e Lições de Casa...","Tipo central do Brasil, eu vou sozin'
Bro, o espaço é o que faz o caminho
Louvou pixaim, axé Ossaim
A trilha dos outro vai só até onde os outro já foi

De oreia seca à oreia quente
Saudade de passar batido, tipo a morte dos inocente
Cabeça fria, coração fervente
É, a trinta ano', todo ano é ano da serpente

Não era amor, era cilada
A voz que não era nóis levou multidão por nada
O fardo é foda, não é conta de fada
Combinação explosiva, mente subversiva

Mas cor de madrugada, terra do alise, tinge
Finge que segregação é ficção tipo Fringe
Assim rancaram o nariz da esfinge
Maluco, 'cabo essa porra de
O que vem de baixo não te atinge, truco

Entre o sucesso e a lama
Pertenço aqui que loucura
Entre o sucesso e a lama
Pobre ficou com a sorte
Entre o sucesso e a lama
O preto vê mil chances de morrer
Entre o sucesso e a lama
Quem não se acostumar com sistema enfrenta eles
Enfrenta eles, enfrenta eles...

Se pã, meninos perdidos, Peter Pan
No tempo de consumo absurdo ninguém é de ninguém
Todo mundo quer tudo
Gente, cês ainda são um Auto do Gil Vicente

Na matilha os lobo chega, uiva
Queda da Bastilha, o sangue brilha igual o pelo das ruiva
Na falta de Machado de Assis, de Xangô
Vai sobrar martelo de juiz, de doutor

A tristeza deforma os rosto aqui
Entre o que não te deixa sonhar
E que não te deixa dormir
Cicatriz, Doctor Doom, gibi
Criei meu mundo tipo Rafael Draccon e sumi

Nóis nunca entendeu essa história manca
Sangue índio, suor preto e as igreja branca
Jogando na retranca querendo que os menó' respeita
Os professô' que a polícia espanca

Entre o sucesso e a lama
Pertenço aqui que loucura
Entre o sucesso e a lama
Pobre ficou com a sorte
Entre o sucesso e a lama
O preto vê mil chances de morrer
Entre o sucesso e a lama
Quem não se acostumar com sistema enfrenta eles

Salve quebrada, século XXI chegamos, mas quem diria?
Na era da informação a burrice dando as carta
A ignorância dando as carta
Vamo' buscar se informar, mano
Calmar o jogo, entender o que tá acontecendo
Ao nosso redor, tá ligado, mano?
Unido a gente fica em pé, nunca se esqueça disso, entendeu?
A rua é nóis!",True,,,,,
MC Don Juan,EU VOU COM CARINHO ELA QUER COM FORÇA,As Melhores do MC Don Juan,"Perera, 900, GBR, tô nem vendo
Vai que vai

Fecha a porta, apaga a luz, se concentra e senta
Vai descendo em mim em câmera lenta
Sei que tu gosta, e eu sei que tu aguenta
Sei que tu aguenta

Fecha a porta, apaga a luz, se concentra e senta
Vai descendo em mim em câmera lenta
Sei que tu gosta, e eu sei que tu aguenta
Sei que tu aguenta

Juro que eu tô me esforçando pra não terminar
me degradar pra te agradar? Difícil tá
Me ama, me xinga, mama, arranha
Essa menina é bipolar, é bipolar

Eu vou com carinho, ela quer com força
Ela bota a mão, depois bota a boca
Ela gosta que nóis é vida louca
Ela ama que nóis é vida louca

Eu vou com carinho, ela quer com força
Ela bota a mão, depois bota a boca
Ela gosta que nóis é vida louca
Ela ama que nóis é vida louca

Fecha a porta, apaga a luz, se concentra e senta
Senta
Fecha a porta, apaga a luz, se concentra e senta
Senta

Juro que eu tô me esforçando pra não terminar
me degradar pra te agradar? Difícil tá
Me ama, me xinga, mama, arranha
Essa menina é bipolar, é bipolar

Eu vou com carinho, ela quer com força
Ela bota a mão, depois bota a boca
Ela gosta que nóis é vida louca
Ela ama que nóis é vida louca

Eu vou com carinho, ela quer com força
Ela bota a mão, depois bota a boca
Ela gosta que nóis é vida louca
Ela ama que nóis é vida louca",True,,,,,
Mc Brinquedo,Aula de História,Único,"Elas tão fazendo a fila e vindo uma de cada vez
Uma senta mais que a outra pra ser a puta do mês
Sou menino brasileiro mas também falo inglês
Essa bitch motherfucker quicou mais de uma vez

Elas tão fazendo a fila e vindo uma de cada vez
Uma senta mais que a outra pra ser a puta do mês
Sou menino brasileiro mas também falo inglês
Essa bitch motherfucker quicou mais de uma vez

Rápido como um jato (um jato)
Deixando vários na sola (na sola)
Jogo raro milionário (milionário)
Joga o din' na sacola

Minha mãe achava chato (chato)
Quando eu ia pra escola
Não gostava de estudar (não, não)
Dormia na aula de história

Hoje minha história é difícil de entender (eu sei)
Às vezes eu mesmo não consigo me compreender (é foda)
Mas a Deus agradeço por tudo que me deixa viver
Essa vida linda eu vivo tirando lazer

Na quebrada tô de carenada
Passando na frente dos bico que deu risada
E eu não tinha nada, hoje elas tão pelada (tinha nada, elas tão)
E até as que cobra tão querendo dar de graça (de graça)

Elas tão fazendo a fila e vindo uma de cada vez
Uma senta mais que a outra pra ser a puta do mês
Sou menino brasileiro mas também falo inglês
Essa bitch motherfucker quicou mais de uma vez

Elas tão fazendo a fila e vindo uma de cada vez
Uma senta mais que a outra pra ser a puta do mês
Sou menino brasileiro mas também falo inglês
Essa bitch motherfucker quicou mais de uma vez

Vai querer sentar pro pai que o pai é brabo e o pai tá de volta
Roletando de Evoke com meu mano do tempo da escola
Não tinha o que a gente queria, sofria, mas hoje a vida tá daora
E as que não olhava na cara me liga, me mama, e eu mando embora

Tamo perdido no estado vizinho (estado vizinho)
E as patricinha mexendo comigo (e as patricinha mexendo comigo)
Porque eu tô rico e elas quer um filho (elas quer um filho, elas quer um filho)
Corda da Versace só foca no brilho

Só pra capital, Zona Norte city
Baixada Santista, minha quebrada vive
Dinheiro sobrando, gasto tudo em grife
Manda um Nike Shox que é pra ficar chique

Brota na goma dos mano, quica de canto me olhando
Sei que tá me desejando, pode pá que eu tô gostando
Ela é demais, mano! Foda demais mamando
No meu colo rebolando ela fica rindo",True,,,,,
Orochi,Sanguessuga,Mixtape Chiró,"Orochi
(Jess) ah
Ô, hmm
Da-ra, da-ra-ra
(Iá, iá-ê, oh-oh)
(Ô-ô-ô) Orochi

Do nada, na minha frente, aparece do meu lado
Do nada, na mesma festa, do nada, na mesma after
Acho que eu tô gozando um ímã nelas, sem perceber
Toda mulher que eu me envolvo
Essa mina quer conhecer (todo mundo)

Hum, e fica de intriga (fica de intriga)
Papo de briga (papo de briga)
Eu pegava a Carolina e a outra Camila

Agora, as duas maluca, do nada
Viraram melhores amigas
Acho que eu morro afogado
Se o amor tiver profissão de salva-vidas

Tô longe de sanguessuga
Quilômetros de distâncias
Quando eles se aproximarem
Eu já vou tá bem distante
Hum, pilotando um Opala azul
Em alguma praia do sul

No meu show, quis arrumar caô
Invadiu meu camarim, me viu com duas loira
Só trocando ideia, ela bateu neurose, sim

Caralho, Flávio, duas loira? (Duas)
Qual o nome das cachorra? (Qual o nome?)
Querendo partir pra agressão, mas foi autodestruição

Já brotou no pico querendo embaçar
Querendo explanar o lado de cá
Eu cochilando de par, ela pagando de pá
Querendo chamar atenção de todas, em todo lugar

Só faltava me algemar
Acostumado com o enquadro no cotidiano
Então eu sei como eu devo desenrolar
E ela disse que não ia mais me dar
Nem amor e nem atenção
Mas pediu pra voltar

Vagabundo, de verdade
Tá ligado no que eu tô dizendo
Nós é bom de conta
Então nós sabe ver no fim quem vai dar 100%

Por isso que vagabundo de verdade
Nunca para, nós dá um tempo
Te presenteei com um relógio
Mas, no fim de tudo, meu bem
Eu só pude te dar mais um tempo

Sanguessuga, hoje tu não vai se criar pra mim (ah, não)
Nós podemos transar de novo (hum)
E não vai ter nada além disso, amor
Eu te disse, amor

Que eu não nasci pra amar, sem tirar seu mérito
Seu limite já esgotou, cê não tem mais crédito
Calculo tranquilo o meu lucro e seu vacilo
Com álcool no meu copo e fumaça nos meus olhos

Hum, e ela disse que não ia mais me dar
Nem amor e nem atenção
Mas pediu pra voltar (Jess)

Da-ra-ra, da-ra-ra-ra, hum
Da-ra-ra, da-ra-ra-ra, hum (iá-iá-iá)
Ô-ô-ô (faz triste, porra)

Tô longe de sanguessuga
Quilômetros de distância
Pilotando meu Opala azul (fosco)
Quando eles se aproximarem
Eu já vou tá bem distante
Em alguma praia lá no sul

Hum, da-ra-ra, da-ra-ra-ra
Ô-ô, ô-ô-ô
Orochi",True,,,,,
Raimundos,Mulher de Fases - Ao Vivo | Acústico,Acústico - Ao Vivo,"Iê, ô! Ieeô!
Iê, ô! Ieeô!
Complicada e perfeitinha
Você me apareceu
Era tudo que eu queria
Estrela da sorte
Quando a noite ela surgia
Meu bem você cresceu
Meu namoro é na folhinha

É dinho, é acústico, mas não é nessa velocidade não, 'simboraê

Que mulher ruim
Jogou minhas coisas fora
Disse que em sua cama
Eu não deito mais não
A casa é minha
Você que vá embora
Já pra saia da sua mãe
E deixa meu colchão

Ela é pró na arte
De pentelhar e aziar
É campeã do mundo
A raiva era tanta
Que eu nem reparei
Que a lua diminuía

A doida tá me beijando há horas
Disse que se for sem eu
Não quer viver mais não
Me diz, Deus, o que é que eu faço agora?

Se me olhando desse jeito
Ela me tem na mão, meu filho aguenta
Quem mandou você gostar
Dessa mulher de fases?

Complicada e perfeitinha
Você me apareceu
Era tudo que eu queria
Estrela da sorte
Quando a noite ela surgia
Meu bem você cresceu
Meu namoro é na folhinha
Mulher de fases

Põe fermento, põe as bombas
Qualquer coisa que aumente
A deixe bem maior que o Sol
Pouca gente sabe que na noite
O frio é quente e arde e eu acendi

Até sem luz dá pra te enxergar
O lençol fazendo congo-blue
É pena, eu sei a manhã já vai miar
Se aguente, que lá vem chumbo quente

Complicada e perfeitinha
Você me apareceu
Era tudo que eu queria
Estrela da sorte
Quando a noite ela surgia
Meu bem você cresceu
Meu namoro é na folhinha
Mulher de fases

Cara que lindo! Eu queria pedir uma coisa
Eu queria que apagassem todas as luzes e ficassem só os celulares
Vamos acende-lôs todos, podem acender à vontade
Abaixa essa ribalta aqui, olha que coisa maravilhosa
Ai fomos pro espaço agora! ""Caraca, demais""
Agora vamos todos nós juntos assim ô

Complicada e perfeitinha
Você me apareceu
Era tudo que eu queria
Estrela da sorte
Quando a noite ela surgia
Meu bem você cresceu
Meu namoro é na folhinha
Mulher de fases",False,,,,,
